User-ID,Location,Age,Country
56447,"sturgis, michigan, usa",22.0,usa
56467,"berlin, berlin, germany",29.0,germany
56470,"bremen, bremen, germany",30.0,germany
56534,"taft, california,",43.0,
56553,"colorado springs, colorado, usa",45.0,usa
56554,"rural hall, north carolina, usa",39.0,usa
56567,"nelson, n/a, new zealand",55.0,new zealand
56579,"mansfield, ohio, usa",49.0,usa
56591,"norwich, england, united kingdom",52.0,united kingdom
56598,"albuquerque, new mexico, usa",45.0,usa
56603,"jacksonville, florida, usa",44.0,usa
56623,"allen, texas, usa",36.0,usa
56625,"merrifield, minnesota, usa",26.0,usa
56630,"columbia, missouri, usa",46.0,usa
56632,"chesapeake, virginia, usa",60.0,usa
56663,"seattle, washington, usa",22.0,usa
56681,"grimsby, england, united kingdom",50.0,united kingdom
56739,"bowman, north dakota, usa",39.0,usa
56751,"jamestown, north dakota, usa",44.0,usa
56781,"fridley, minnesota, usa",62.0,usa
56791,"los alamos, new mexico, usa",40.0,usa
56823,"braga, braga, portugal",18.0,portugal
56847,"ontario, california, usa",29.0,usa
56856,"escondido, california, usa",23.0,usa
56859,"houston, texas, usa",36.0,usa
56861,"plano, texas, usa",56.0,usa
56863,"darwin, northern territory, australia",36.0,australia
56874,"sherwood park, alberta, canada",15.0,canada
56875,"santa cruz, california, usa",22.0,usa
56897,"maryborough, queensland, australia",47.0,australia
56941,"portsmouth, england, united kingdom",34.0,united kingdom
56947,"new westminster, british columbia, canada",55.0,canada
56958,"aachen, nordrhein-westfalen, germany",39.0,germany
56959,"monroe twp., new jersey, usa",52.0,usa
56979,"lyon, rhone, france",27.0,france
56985,"portland, oregon, usa",34.0,usa
56991,"london, england, united kingdom",24.0,united kingdom
56998,"n. bergen, new jersey, usa",58.0,usa
57006,"lawton, oklahoma, usa",30.0,usa
57018,"greenfield, indiana, usa",52.0,usa
57023,"concord, , usa",35.0,usa
57037,"sterling, virginia, usa",48.0,usa
57069,"holland, michigan, usa",24.0,usa
57072,"sand springs, oklahoma, usa",56.0,usa
57095,"cincinnati, ohio, usa",18.0,usa
57105,"roswell, georgia, usa",32.0,usa
57108,"new york, new york, usa",38.0,usa
57124,"hanahan, south carolina, usa",38.0,usa
57125,"beavercreek, ohio, usa",33.0,usa
57126,"centreville, virginia, usa",26.0,usa
57148,"stirling, scotland, united kingdom",24.0,united kingdom
57150,"melbourne, sandrigham, australia",16.0,australia
57158,"pontevedra, ,",23.0,
57180,"haddon township, new jersey, usa",51.0,usa
57200,"spring hill, florida, usa",35.0,usa
57205,"cambridge, massachusetts, usa",42.0,usa
57214,"willis, texas, usa",31.0,usa
57229,"metairie, ,",57.0,
57256,"peterborough, ontario, canada",14.0,canada
57261,"some town in brabant, noord-brabant, netherlands",20.0,netherlands
57265,"carriere, mississippi, usa",49.0,usa
57269,"allentown, pennsylvania, usa",52.0,usa
57273,"woodstock, new york, usa",46.0,usa
57277,"franksville, wisconsin, usa",39.0,usa
57290,"buford, georgia, usa",40.0,usa
57294,"york, york, north yorkshire, united kingdom",39.0,united kingdom
57296,"aptos, california, usa",23.0,usa
57302,"ames, iowa, usa",32.0,usa
57305,"windsor, california,",52.0,
57311,"washoe valley, nevada, usa",43.0,usa
57354,"los angeles, california, usa",38.0,usa
57369,"laingsburg, michigan, usa",63.0,usa
57379,"louisville, kentucky, usa",35.0,usa
57398,"tigard, oregon, usa",39.0,usa
57412,"porto, porto, portugal",25.0,portugal
57418,"toronto, ontario, canada",32.0,canada
57435,"stuttgart, , germany",22.0,germany
57447,"pont canavese (to), piemonte, italy",38.0,italy
57449,"rudersberg, baden-württemberg, germany",29.0,germany
57470,"moedling, n/a, austria",39.0,austria
57515,"8125-915 vilamoura, algarve, portugal",44.0,portugal
57562,"cambridge, massachusetts, usa",23.0,usa
57578,"milwaukee, wisconsin, usa",35.0,usa
57599,"portland, oregon, usa",27.0,usa
57612,"swansea, wales, united kingdom",34.0,united kingdom
57623,"munich, bayern, germany",21.0,germany
57644,"zurich, zurich, switzerland",29.0,switzerland
57661,"arroyo grande, california, usa",54.0,usa
57666,"palermo, sicilia, italy",25.0,italy
57697,"muskegon, michigan, usa",45.0,usa
57705,"melrose park, illinois, united states",35.0,united states
57713,"silver spring, maryland, usa",52.0,usa
57725,"wilmington, delaware, usa",43.0,usa
57726,"costa mesa, california, usa",19.0,usa
57804,"downers grove, illinois, usa",41.0,usa
57819,"virginia beach, virginia, usa",55.0,usa
57829,"columbia, south carolina, usa",53.0,usa
57833,"minneapolis, minnesota, usa",58.0,usa
57838,"melbourne, victoria, australia",27.0,australia
57853,"kanata, ontario, canada",24.0,canada
57863,"salina, kansas, usa",42.0,usa
57879,"bradford, n/a, united kingdom",60.0,united kingdom
57897,"bartow, florida, usa",29.0,usa
57920,"huntington beach, california, usa",39.0,usa
57935,"minneapolis, minnesota, usa",19.0,usa
57954,"fargo, north dakota, usa",38.0,usa
57960,"blackwood, ,",26.0,
57970,"hercules, california, usa",52.0,usa
57983,"lahore, punjab,",25.0,
57986,"highland park, new jersey, usa",25.0,usa
57991,"boca raton, florida, usa",31.0,usa
57999,"nashville, tennessee, usa",21.0,usa
58009,"brooklyn, new york, usa",24.0,usa
58029,"goteborg, n/a,",36.0,
58037,"sant pere de ribes, barcelona, spain",47.0,spain
58050,"ottawa, ontario, canada",44.0,canada
58062,"chicago, illinois, usa",52.0,usa
58067,"donostia, gipuzkoa, euskal herria",26.0,euskal herria
58073,"pieve di soligo, veneto, italy",24.0,italy
58076,"zug, zug, switzerland",32.0,switzerland
58079,"seminole, florida, usa",46.0,usa
58091,"corpus christi, texas, usa",28.0,usa
58112,"san diego, california, usa",48.0,usa
58133,"port st. lucie, florida, usa",25.0,usa
58142,"jonesboro, arkansas, usa",43.0,usa
58156,"whitesboro, new york, usa",58.0,usa
58167,"murfreesboro, tennessee, usa",20.0,usa
58168,"mannheim, baden-wuerttemberg, germany",37.0,germany
58180,"mold, wales, united kingdom",37.0,united kingdom
58194,"dallas, texas, usa",39.0,usa
58202,"craigieburn, victoria, australia",25.0,australia
58210,"manchester., n/a, united kingdom",23.0,united kingdom
58231,"firenze, toscana, italy",39.0,italy
58232,"barcelona, catalunya, spain",26.0,spain
58252,"long island, new york, usa",17.0,usa
58255,"palmdale, california, usa",14.0,usa
58257,"wilkes-barre, pennsylvania, usa",36.0,usa
58258,"santa rosa, california, usa",24.0,usa
58259,"hiddenhausen, nordrhein-westfalen, germany",18.0,germany
58290,"kuala lumpur, n/a, malaysia",29.0,malaysia
58297,"dunedin, otago, new zealand",13.0,new zealand
58325,"bellingham, washington, usa",32.0,usa
58342,"vista, california, usa",60.0,usa
58349,"barcelona, barcelona, spain",26.0,spain
58351,"oconomowoc, wisconsin, usa",27.0,usa
58358,"paris, france, france",45.0,france
58363,"colorado springs, colorado, usa",81.0,usa
58379,"pamplona, navarra, spain",33.0,spain
58389,"bowling green, kentucky, usa",57.0,usa
58397,"paris, n/a,",27.0,
58399,"st eloi, rhone alpes, france",42.0,france
58414,"birmingham, alabama, usa",32.0,usa
58426,"houghton, michigan, usa",26.0,usa
58443,"marysville, california, usa",12.0,usa
58456,"nottingham, england, united kingdom",33.0,united kingdom
58458,"peel, isle of man, united kingdom",23.0,united kingdom
58473,"pembroke pines, florida, usa",51.0,usa
58489,"bucharest, n/a, romania",24.0,romania
58497,"nantes, pays de la loire, france",26.0,france
58512,"brunswick, maine, usa",31.0,usa
58515,"wagener, south carolina, usa",80.0,usa
58516,"rocky river, ohio, usa",30.0,usa
58529,"denver, colorado, usa",36.0,usa
58555,"philomath, oregon, usa",37.0,usa
58567,"bratislava, n/a, slovakia",22.0,slovakia
58588,"bochum, nordrhein-westfalen, germany",26.0,germany
58594,"baltimore, maryland, usa",33.0,usa
58607,"south orange, new jersey, usa",24.0,usa
58612,"douglasville, georgia, usa",54.0,usa
58629,"pasadena, california, usa",34.0,usa
58641,"chula vista, california, usa",21.0,usa
58644,"antioch, tennessee, usa",46.0,usa
58693,"airdrie, alberta, canada",47.0,canada
58708,"hudson, new hampshire, usa",49.0,usa
58724,"woodinville, washington, usa",40.0,usa
58741,"portland, oregon, usa",48.0,usa
58746,"golden, colorado, usa",34.0,usa
58756,"satellite beach, florida, usa",47.0,usa
58768,"cold lake, alberta, canada",35.0,canada
58776,"jacksonville, ,",54.0,
58790,"sunnyvale, california, usa",56.0,usa
58821,"edmonton, alberta, canada",34.0,canada
58834,"box hill north, victoria, australia",56.0,australia
58855,"glen ellyn, illinois, usa",38.0,usa
58860,"fayetteville, arkansas, usa",41.0,usa
58869,"hitchin, england, united kingdom",43.0,united kingdom
58873,"stuarts draft, virginia, usa",66.0,usa
58878,"london, england, united kingdom",31.0,united kingdom
58898,"spokane, washington, usa",38.0,usa
58911,"batavia, new york, usa",58.0,usa
58950,"fort smith, arkansas, usa",54.0,usa
58961,"allston, massachusetts, usa",34.0,usa
59007,"san jose, california, usa",38.0,usa
59034,"saratoga, california, usa",40.0,usa
59038,"san antonio, texas, usa",28.0,usa
59049,"las palmas de gran canaria, canarias, spain",27.0,spain
59059,"sarasota, florida, usa",19.0,usa
59064,"keosauqua, iowa, usa",53.0,usa
59096,"vila nova de gaia, porto, portugal",29.0,portugal
59102,"plantation, florida, usa",35.0,usa
59105,"troutdale, oregon, usa",23.0,usa
59113,"champaign, illinois, usa",41.0,usa
59115,"kent, ohio, usa",45.0,usa
59133,"framingham, massachusetts, usa",27.0,usa
59147,"birmingham, england, united kingdom",32.0,united kingdom
59150,"victoria, british columbia, canada",37.0,canada
59160,"port orchard, washington, usa",43.0,usa
59172,"owen sound, ontario, canada",36.0,canada
59180,"philadelphia, pennsylvania, usa",55.0,usa
59189,"houston, texas, usa",33.0,usa
59192,"sacramento, california, usa",37.0,usa
59198,"federal way, washington, usa",42.0,usa
59203,"didcot, oxfordshire, united kingdom",31.0,united kingdom
59208,"minneapolis, minnesota, usa",43.0,usa
59209,"markham, ontario, canada",41.0,canada
59216,"apex, north carolina, usa",37.0,usa
59220,"dallas, texas, usa",38.0,usa
59254,"clearwater river, saskatchewan, canada",45.0,canada
59266,"richmond, kentucky, usa",16.0,usa
59291,"alfreton, derbyshire, united kingdom",16.0,united kingdom
59293,"seattle, pennsylvania, usa",25.0,usa
59296,"london, england, united kingdom",28.0,united kingdom
59297,"philadelphia, pennsylvania, usa",34.0,usa
59304,"london, england, united kingdom",31.0,united kingdom
59305,"san francisco, california, usa",27.0,usa
59313,"windsor, ontario, canada",30.0,canada
59323,"gresham, oregon, usa",29.0,usa
59327,"marquette, michigan, usa",27.0,usa
59412,"ormond beach, florida, usa",53.0,usa
59430,"akron, ohio, usa",48.0,usa
59431,"goodyear, arizona, usa",47.0,usa
59432,"london, england, united kingdom",26.0,united kingdom
59438,"edmonton, alberta, canada",13.0,canada
59463,"west columbia, south carolina, usa",13.0,usa
59486,"douglas, oklahoma, usa",51.0,usa
59490,"mount carmel, pennsylvania, usa",52.0,usa
59499,"washington, dc, usa",38.0,usa
59500,"spencer, massachusetts, usa",32.0,usa
59504,"louisville, kentucky, usa",39.0,usa
59554,"rockford, illinois, usa",42.0,usa
59559,"milton, florida, usa",25.0,usa
59604,"washington, dc, usa",25.0,usa
59629,"memphis, tennessee, usa",31.0,usa
59656,"schnellville, indiana, usa",53.0,usa
59658,"omaha, nebraska, usa",38.0,usa
59676,"glenwood, illinois, usa",53.0,usa
59706,"fayetteville, tennessee, usa",56.0,usa
59727,"plano, texas, usa",24.0,usa
59731,"rimini, emilia romagna, italy",51.0,italy
59740,"issaquah, washington, usa",37.0,usa
59748,"san francisco, ,",50.0,
59763,"fontana, california, usa",43.0,usa
59769,"cologne, nordrhein-westfalen, germany",21.0,germany
59797,"stockport, cheshire, united kingdom",28.0,united kingdom
59808,"st. louis, missouri, usa",32.0,usa
59810,"vashon, washington, usa",45.0,usa
59812,"cortlandt manor, new york, usa",48.0,usa
59820,"centreville, virginia, usa",24.0,usa
59829,"somerville, massachusetts, usa",37.0,usa
59852,"baltimore, maryland, usa",41.0,usa
59881,"albany, georgia, usa",27.0,usa
59885,"rowland heights, california, usa",31.0,usa
59900,"lethbridge, alberta, canada",24.0,canada
59912,"pasadena, california, usa",27.0,usa
59917,"bowling green, ohio, usa",39.0,usa
59920,"lynden, washington, usa",30.0,usa
59933,"yarmouth, nova scotia, canada",66.0,canada
59938,"melfort, saskatchewan, canada",33.0,canada
59944,"edmonton, alberta, canada",17.0,canada
59948,"le mans, sarthe, france",28.0,france
59967,"dundee, scotland, united kingdom",28.0,united kingdom
59971,"kingwood, texas, usa",27.0,usa
59980,"st. marys, ontario, canada",44.0,canada
59996,"philadelphia, pennsylvania, usa",48.0,usa
60011,"cary, north carolina, usa",36.0,usa
60014,"seattle, washington, usa",20.0,usa
60018,"swords, county dublin, ireland",59.0,ireland
60023,"elizabeth, new jersey, usa",43.0,usa
60025,"vine grove, kentucky, usa",44.0,usa
60029,"vernon, vermont, usa",42.0,usa
60041,"okemos, michigan, usa",29.0,usa
60050,"brooklyn, new york, usa",40.0,usa
60062,"midlands, england, united kingdom",57.0,united kingdom
60067,"silver spring, maryland, usa",44.0,usa
60079,"macedonia, ohio, usa",49.0,usa
60080,"bellerose, new york, usa",39.0,usa
60083,"selma, alabama, usa",53.0,usa
60097,"danville, illinois, usa",60.0,usa
60098,"elizabeth city, north carolina, usa",35.0,usa
60099,"vancouver, washington, usa",53.0,usa
60130,"lowell, arkansas, usa",41.0,usa
60140,"cave creek, arizona, usa",48.0,usa
60155,"ghent, new york, usa",46.0,usa
60177,"niskayuna, new york, usa",51.0,usa
60178,"west bloomfield, michigan, usa",47.0,usa
60185,"newton, iowa, usa",46.0,usa
60193,"new orleans, louisiana, usa",52.0,usa
60224,"newark, delaware, usa",31.0,usa
60225,"sale, england, united kingdom",41.0,united kingdom
60244,"alvin, texas, usa",47.0,usa
60251,"norfolk, virginia, usa",33.0,usa
60255,"loveland, colorado, usa",33.0,usa
60256,"pleasant grove, utah, usa",34.0,usa
60262,"new york, new york, usa",44.0,usa
60263,"middletown, delaware, usa",52.0,usa
60287,"olympia, washington, usa",42.0,usa
60307,"daggett, california, usa",46.0,usa
60336,"raynham, massachusetts, usa",49.0,usa
60337,"st. marys, georgia, usa",50.0,usa
60342,"hawkins, texas, usa",49.0,usa
60392,"bardonia, new york, usa",43.0,usa
60418,"lyon, rhône-alpes, france",31.0,france
60419,"lovelock, nevada, usa",36.0,usa
60427,"basingstoke, england, united kingdom",37.0,united kingdom
60444,"sammamish, washington, usa",34.0,usa
60445,"houston, texas, usa",31.0,usa
60476,"coquitlam, british columbia, canada",35.0,canada
60488,"duluth, minnesota, usa",59.0,usa
60512,"oakland, california, usa",44.0,usa
60517,"st louis park, minnesota, usa",30.0,usa
60521,"reading, england, united kingdom",28.0,united kingdom
60523,"washington, dc, usa",35.0,usa
60526,"chicago, illinois, usa",47.0,usa
60529,"kingston, ontario, canada",74.0,canada
60569,"chardon, ohio, usa",41.0,usa
60586,"aboyne, aberdeenshire, united kingdom",34.0,united kingdom
60615,"ridgewood, new jersey, usa",45.0,usa
60618,"jamaica plain, massachusetts, usa",25.0,usa
60621,"edwardsville, illinois, usa",57.0,usa
60626,"halifax, nova scotia, canada",30.0,canada
60631,"huntington beach, california, usa",34.0,usa
60671,"tacoma, washington, usa",59.0,usa
60676,"jacksonville, florida, usa",56.0,usa
60680,"wonju, south korea, usa",45.0,usa
60683,"hartford, wisconsin, usa",47.0,usa
60703,"rio vista, california, usa",30.0,usa
60707,"manchester, new hampshire, usa",38.0,usa
60738,"dallas, texas, usa",32.0,usa
60768,"ottawa, ontario, canada",35.0,canada
60797,"aberdare, wales, united kingdom",24.0,united kingdom
60803,"seattle, washington, usa",57.0,usa
60809,"erstein, alsace, france",33.0,france
60816,"centralia, washington, usa",54.0,usa
60823,"ann arbor, michigan, usa",49.0,usa
60836,"bremen, bremen, germany",36.0,germany
60838,"bremerton, washington, usa",58.0,usa
60850,"seattle, washington, usa",25.0,usa
60858,"sacramento, california, usa",25.0,usa
60877,"karlsruhe, baden-wuerttemberg, germany",29.0,germany
60886,"wheat ridge, colorado, usa",48.0,usa
60897,"den haag, zuid holland, netherlands",31.0,netherlands
60905,"singapore, singapore, singapore",27.0,singapore
60920,"graz, styria, austria",16.0,austria
61021,"winnipeg, manitoba, canada",38.0,canada
61028,"charleston, south carolina, usa",50.0,usa
61038,"riverside public library, illinois, usa",53.0,usa
61049,"katy, texas, usa",39.0,usa
61056,"san donato mil., lombardia, italy",39.0,italy
61078,"rockville, maryland, usa",31.0,usa
61087,"chicago, illinois, usa",35.0,usa
61089,"bern, bern, switzerland",21.0,switzerland
61107,"jamaica plain, massachusetts, usa",41.0,usa
61119,"seattle, washington, usa",21.0,usa
61146,"brazil, indiana, usa",24.0,usa
61147,"ebensee, oberoesterreich, austria",44.0,austria
61155,"brest, bretagne, france",24.0,france
61165,"orange park, florida, usa",38.0,usa
61181,"alameda, california, usa",21.0,usa
61189,"copenhagen, n/a, denmark",22.0,denmark
61197,"london, england, united kingdom",31.0,united kingdom
61205,"memphis, tennessee, usa",51.0,usa
61211,"walnut creek, california, usa",65.0,usa
61212,"virginia beach, virginia, usa",56.0,usa
61257,"lake placid, florida, usa",25.0,usa
61274,"woodside, new york, usa",43.0,usa
61280,"wharton, new jersey, usa",47.0,usa
61285,"kitchener, ontario, canada",22.0,canada
61296,"augusta, georgia, usa",24.0,usa
61297,"münchen, bayern, germany",23.0,germany
61307,"fafb, washington, usa",21.0,usa
61319,"dortmund, nordrhein-westfalen, germany",26.0,germany
61323,"victoria, british columbia, canada",46.0,canada
61338,"cislago, lombardia, italy",22.0,italy
61348,"venice, california, usa",28.0,usa
61350,"albury, new south wales, australia",61.0,australia
61354,"dixon, california, usa",47.0,usa
61396,"ancona/bologna, marche, italy",25.0,italy
61408,"leesville, south carolina, usa",47.0,usa
61409,"houston, texas, usa",32.0,usa
61429,"doniphan, missouri, usa",47.0,usa
61481,"victoria, tamaulipas, mexico",21.0,mexico
61497,"muenchen, ,",31.0,
61521,"sewickley, pennsylvania, usa",43.0,usa
61524,"prince george, british columbia, canada",25.0,canada
61545,"north adelaide, south australia, australia",48.0,australia
61570,"denver, colorado, usa",61.0,usa
61571,"littleton, colorado, usa",51.0,usa
61574,"denver, colorado, usa",60.0,usa
61579,"hamburg, hamburg, germany",26.0,germany
61604,"bellevue, washington, usa",37.0,usa
61612,"turlock, california, usa",37.0,usa
61632,"herzogenrath, nordrhein-westfalen, germany",37.0,germany
61634,"frankenthal, rheinland-pfalz, germany",45.0,germany
61639,"nürnberg, bayern, germany",34.0,germany
61643,"niederkassel-rheidt, nordrhein-westfalen, germany",34.0,germany
61662,"albuquerque, new mexico, usa",25.0,usa
61667,"alfreton, england, united kingdom",44.0,united kingdom
61668,"dayton, maine, usa",41.0,usa
61677,"veyrier, genève, switzerland",24.0,switzerland
61704,"villanova, pennsylvania, usa",58.0,usa
61710,"hannover, niedersachsen, germany",46.0,germany
61762,"paderborn, nordrhein-westfalen, germany",35.0,germany
61764,"hildesheim, niedersachsen, germany",28.0,germany
61775,"lansing, michigan, usa",35.0,usa
61783,"valencia, valencia, spain",50.0,spain
61791,"langley, british columbia, canada",24.0,canada
61835,"lee`s summit, missouri, usa",34.0,usa
61842,"bronx, new york, usa",20.0,usa
61849,"willcox, arizona, usa",56.0,usa
61852,"tucson, arizona, usa",52.0,usa
61886,"dallas, oregon, usa",42.0,usa
61888,"phoenix, arizona, usa",46.0,usa
61900,"tucson, arizona, usa",57.0,usa
61901,"tucson, arizona, usa",63.0,usa
61910,"las cruces, new mexico, usa",44.0,usa
61913,"las vegas, nevada,",34.0,
61935,"wilson, north carolina, usa",70.0,usa
61953,"rome, ,",36.0,
62042,"charlottetown, prince edward island, canada",30.0,canada
62052,"boaz, alabama, usa",18.0,usa
62069,"sherman oaks, california, usa",68.0,usa
62100,"waco, texas, usa",49.0,usa
62109,"castricum, noord-holland, netherlands",48.0,netherlands
62118,"new orleans, louisiana, usa",43.0,usa
62133,"germantown, maryland, usa",30.0,usa
62150,"hornby island, british columbia, canada",26.0,canada
62151,"norwood, ontario, canada",45.0,canada
62161,"cornelius, north carolina, usa",60.0,usa
62167,"kansas city, missouri, usa",46.0,usa
62172,"toronto, ontario, canada",19.0,canada
62182,"raleigh, north carolina, usa",32.0,usa
62196,"rennes, bretagne, france",28.0,france
62209,"shingletown, california, usa",64.0,usa
62213,"arlington, virginia, usa",29.0,usa
62239,"yarmouth, nova scotia, canada",9.0,canada
62246,"weehawken, new jersey, usa",29.0,usa
62272,"lake mary, florida, usa",30.0,usa
62279,"okmulgee, oklahoma, usa",29.0,usa
62284,"sydney, new south wales, australia",29.0,australia
62303,"dublin, dublin, ireland",31.0,ireland
62316,"secaucus, new jersey, usa",29.0,usa
62348,"media, pennsylvania, usa",67.0,usa
62362,"independence, west virginia, usa",30.0,usa
62363,"utrecht, utrecht, netherlands",43.0,netherlands
62367,"basel, n/a, switzerland",22.0,switzerland
62371,"elm mott, texas, usa",32.0,usa
62381,"chula vista, california, usa",57.0,usa
62391,"madrid, comunidad de madrid, spain",34.0,spain
62398,"sydney, new south wales, australia",18.0,australia
62410,"ocean park, maine, usa",27.0,usa
62425,"coimbra, coimbra, portugal",23.0,portugal
62464,"el cajon, california, usa",26.0,usa
62471,"orillia, ontario, canada",33.0,canada
62475,"arlington heights, illinois, usa",54.0,usa
62486,"acworth, georgia, usa",36.0,usa
62503,"stormville, new york, usa",39.0,usa
62511,"altamonte springs, florida, usa",65.0,usa
62513,"port macquarie, nsw, australia",43.0,australia
62525,"zachary, louisiana, usa",31.0,usa
62532,"oceanside, california, usa",30.0,usa
62542,"cudahy, wisconsin, usa",40.0,usa
62546,"nashville, tennessee, usa",30.0,usa
62573,"milwaukee, wisconsin, usa",52.0,usa
62575,"westerville, ohio, usa",55.0,usa
62582,"friendswood, texas, usa",37.0,usa
62586,"university place, washington, usa",46.0,usa
62621,"jamestown, rhode island, usa",59.0,usa
62625,"liboa, lisboa, portugal",23.0,portugal
62632,"denver, colorado, usa",33.0,usa
62635,"clarksville, tennessee, usa",15.0,usa
62654,"houghton, new york, usa",35.0,usa
62655,"haifa, n/a, israel",36.0,israel
62659,"stamford, connecticut, usa",58.0,usa
62662,"auburn, washington, usa",39.0,usa
62667,"warsaw, virginia, usa",53.0,usa
62670,"lisboa, lisboa, portugal",26.0,portugal
62680,"williamsburg, virginia, usa",27.0,usa
62688,"wahiawa, hawaii, usa",31.0,usa
62706,"woodstock, georgia, usa",28.0,usa
62716,"modesto, california, usa",53.0,usa
62735,"meridian, idaho, usa",34.0,usa
62740,"lyons, kansas, usa",63.0,usa
62752,"london, england, united kingdom",39.0,united kingdom
62755,"dublin, texas, usa",50.0,usa
62765,"sandringham, victoria, australia",59.0,australia
62778,"modena, emilia romagna, italy",22.0,italy
62786,"w cola, south carolina, usa",43.0,usa
62788,"tea tree gully, south australia, australia",50.0,australia
62796,"lipari, sicilia, italy",50.0,italy
62809,"madison, tennessee, usa",26.0,usa
62814,"omaha, nebraska, usa",60.0,usa
62833,"levering, michigan, usa",16.0,usa
62862,"new milford, connecticut, usa",47.0,usa
62868,"mission viejo, california, usa",59.0,usa
62881,"milwaukee, wisconsin, usa",39.0,usa
62887,"mobile, alabama, usa",46.0,usa
62891,"hi nella, new jersey, usa",27.0,usa
62895,"chesterfield, derbyshire, united kingdom",39.0,united kingdom
62919,"pasadena, california, usa",39.0,usa
62926,"el cajon, california, usa",66.0,usa
62929,"eustis, florida, usa",32.0,usa
62932,"hollywood, california, usa",45.0,usa
62958,"redwood city, california, usa",23.0,usa
62966,"fairfax, virginia, usa",23.0,usa
62968,"pittsburgh, pennsylvania, usa",23.0,usa
62979,"nuremberg, bayern, germany",33.0,germany
62997,"bladensburg, maryland, usa",66.0,usa
63004,"roseville, michigan, usa",44.0,usa
63005,"rouse hill, new south wales, australia",39.0,australia
63024,"rock island, illinois, usa",52.0,usa
63061,"barcelona, barcelona, spain",53.0,spain
63074,"istanbul, n/a, turkey",44.0,turkey
63083,"nantes, loire atlantique, france",21.0,france
63103,"valladolid, castilla y león, spain",28.0,spain
63105,"goffstown, new hampshire, usa",44.0,usa
63114,"philadelphia, pennsylvania, usa",38.0,usa
63159,"köln, nordrhein-westfalen, germany",41.0,germany
63166,"barcelona, barcelona, spain",34.0,spain
63170,"stuttgart, baden-wuerttemberg, germany",33.0,germany
63182,"königswinter, nordrhein-westfalen, germany",57.0,germany
63185,"münchen, bayern, germany",29.0,germany
63232,"freisbach, rheinland-pfalz, germany",27.0,germany
63238,"norfolk, virginia, usa",56.0,usa
63243,"ottawa, ontario, canada",33.0,canada
63246,"st. gallen, st. gallen, switzerland",39.0,switzerland
63250,"mainz, rheinland-pfalz, germany",24.0,germany
63252,"terre haute, indiana, usa",54.0,usa
63278,"berlin, berlin, germany",32.0,germany
63287,"reichenbach, sachsen, germany",33.0,germany
63293,"leesburg, virginia, usa",37.0,usa
63294,"pulaski, tennessee, usa",26.0,usa
63321,"reno, nevada, usa",26.0,usa
63357,"enschede, overijssel, netherlands",27.0,netherlands
63358,"omaha, nebraska, usa",54.0,usa
63360,"kansas city, missouri, usa",29.0,usa
63367,"omaha, nebraska, usa",32.0,usa
63370,"melbourne, victoria, australia",25.0,australia
63389,"saratoga, california, usa",25.0,usa
63391,"indianapolis, indiana, usa",50.0,usa
63394,"eufaula, alabama, usa",22.0,usa
63401,"vallejo, california, usa",38.0,usa
63404,"pomfret, connecticut, usa",51.0,usa
63405,"glendora, california, usa",21.0,usa
63452,"westfield, massachusetts, usa",20.0,usa
63489,"edmonton, alberta, canada",43.0,canada
63494,"scottsdale, arizona, usa",23.0,usa
63503,"münchen, bayern, germany",34.0,germany
63545,"makati, n/a, philippines",28.0,philippines
63559,"phoenix, arizona, usa",52.0,usa
63574,"london, london, united kingdom",41.0,united kingdom
63595,"chesapeake, virginia,",41.0,
63604,"bellingham, washington, usa",35.0,usa
63625,"torrance, california, usa",15.0,usa
63629,"deventer, overijssel, netherlands",49.0,netherlands
63643,"rohnert park, california, usa",24.0,usa
63650,"moenchengladbach, nordrhein-westfalen, germany",42.0,germany
63658,"mariposa, california, usa",33.0,usa
63665,"geneva, ge, switzerland",24.0,switzerland
63703,"cologne, nordrhein-westfalen, germany",35.0,germany
63714,"milton keynes, england, united kingdom",29.0,united kingdom
63720,"frankfurt am main, hessen, germany",39.0,germany
63765,"hertford, england, united kingdom",46.0,united kingdom
63792,"duisburg, nordrhein-westfalen, germany",30.0,germany
63812,"pontevedra, pontevedra, spain",23.0,spain
63829,"philadelphia, pennsylvania, usa",20.0,usa
63833,"monroe, ohio, usa",36.0,usa
63834,"centreville, virginia, usa",26.0,usa
63849,"st anne`s, england, united kingdom",48.0,united kingdom
63854,"waterloo, ontario, canada",45.0,canada
63865,"pomona, california, usa",39.0,usa
63870,"fort collins, colorado, usa",38.0,usa
63891,"philadelphia, pennsylvania, usa",25.0,usa
63901,"latrobe, pennsylvania, usa",27.0,usa
63910,"halifax, nova scotia, canada",32.0,canada
63911,"farmington hills, michigan, usa",57.0,usa
63918,"melfort,, saskatchewan, canada",57.0,canada
63923,"dublin, dublin, ireland",21.0,ireland
63924,"saugatuck, michigan, usa",35.0,usa
63937,"new kensington, pennsylvania, usa",14.0,usa
63948,"potsdam, brandenburg, germany",30.0,germany
63953,"sydney, new south wales, australia",26.0,australia
63956,"emporia, kansas, usa",28.0,usa
63976,"vista, california, usa",38.0,usa
63993,"peru, illinois, usa",43.0,usa
63997,"rapid city, south dakota, usa",36.0,usa
63998,"manteca, california, usa",28.0,usa
64015,"edmonton, alberta, canada",28.0,canada
64026,"new york, new york, usa",22.0,usa
64027,"medford, massachusetts, usa",28.0,usa
